instance_id,sample_id,smell,severity_consensus,repository,original_commit_hash,commit_remapped,effective_commit_hash,path_at_label,code_name,join_level,wmc,cbo,dit,noc,rfc,lcom,loc,total_methods,total_fields,method_cyclomatic_complexity,ck_version
4302392::long method,4302392,long method,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-common/kerby-asn1/src/main/java/org/apache/kerby/asn1/type/Asn1Eoc.java,org.apache.kerby.asn1.type.Asn1Eoc#toString,method_fqcn+name+arity,,3,,,4,,4,,,1,0.7.0
4302405::blob,4302405,blob,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-common/src/main/java/org/apache/kerby/kerberos/kerb/transport/KdcUdpTransport.java,org.apache.kerby.kerberos.kerb.transport.KdcUdpTransport,class_fqcn,5,1,3,0,3,1,23,3,1,,0.7.0
4302405::data class,4302405,data class,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-common/src/main/java/org/apache/kerby/kerberos/kerb/transport/KdcUdpTransport.java,org.apache.kerby.kerberos.kerb.transport.KdcUdpTransport,class_fqcn,5,1,3,0,3,1,23,3,1,,0.7.0
4302593::feature envy,4302593,feature envy,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-simplekdc/src/main/java/org/apache/kerby/kerberos/kerb/server/SimpleKdcServer.java,org.apache.kerby.kerberos.kerb.server.SimpleKdcServer#createPrincipal String|String,method_fqcn+name+arity,,0,,,1,,3,,,1,0.7.0
4302593::long method,4302593,long method,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-simplekdc/src/main/java/org/apache/kerby/kerberos/kerb/server/SimpleKdcServer.java,org.apache.kerby.kerberos.kerb.server.SimpleKdcServer#createPrincipal String|String,method_fqcn+name+arity,,0,,,1,,3,,,1,0.7.0
4303100::feature envy,4303100,feature envy,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-common/src/main/java/org/apache/kerby/kerberos/kerb/response/ApResponse.java,org.apache.kerby.kerberos.kerb.response.ApResponse.validate EncryptionKey|ApRep|ApReq,method_fqcn+name+arity,,8,,,9,,10,,,4,0.7.0
4303100::long method,4303100,long method,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-common/src/main/java/org/apache/kerby/kerberos/kerb/response/ApResponse.java,org.apache.kerby.kerberos.kerb.response.ApResponse.validate EncryptionKey|ApRep|ApReq,method_fqcn+name+arity,,8,,,9,,10,,,4,0.7.0
4304469::blob,4304469,blob,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-core/src/main/java/org/apache/kerby/kerberos/kerb/type/ad/CamMacVerifierChoice.java,org.apache.kerby.kerberos.kerb.type.ad.CamMacVerifierChoice,class_fqcn,2,6,4,0,1,1,16,2,1,,0.7.0
4304469::data class,4304469,data class,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/kerby-kerb/kerb-core/src/main/java/org/apache/kerby/kerberos/kerb/type/ad/CamMacVerifierChoice.java,org.apache.kerby.kerberos.kerb.type.ad.CamMacVerifierChoice,class_fqcn,2,6,4,0,1,1,16,2,1,,0.7.0
4306236::blob,4306236,blob,major,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/has-project/has-server/src/main/java/org/apache/kerby/has/server/web/WebServer.java,org.apache.kerby.has.server.web.WebServer,class_fqcn,55,13,1,0,51,27,204,18,6,,0.7.0
4306236::data class,4306236,data class,none,git@github.com:apache/directory-kerby.git,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,False,19fa650424f60d23d1c1bf0af4bb80ffcb8d8843,/has-project/has-server/src/main/java/org/apache/kerby/has/server/web/WebServer.java,org.apache.kerby.has.server.web.WebServer,class_fqcn,55,13,1,0,51,27,204,18,6,,0.7.0
4561905::feature envy,4561905,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/pdf/PDFImageHandlerRawJPEG.java,org.apache.fop.render.pdf.PDFImageHandlerRawJPEG#isCompatible RenderingContext|Image,method_fqcn+name+arity,,4,,,0,,3,,,2,0.7.0
4561905::long method,4561905,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/pdf/PDFImageHandlerRawJPEG.java,org.apache.fop.render.pdf.PDFImageHandlerRawJPEG#isCompatible RenderingContext|Image,method_fqcn+name+arity,,4,,,0,,3,,,2,0.7.0
4564618::feature envy,4564618,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/afp/AFPPaintingState.java,org.apache.fop.afp.AFPPaintingState.AFPData#clone,method_fqcn+name+arity,,1,,,1,,6,,,1,0.7.0
4564618::long method,4564618,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/afp/AFPPaintingState.java,org.apache.fop.afp.AFPPaintingState.AFPData#clone,method_fqcn+name+arity,,1,,,1,,6,,,1,0.7.0
4566202::feature envy,4566202,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/svg/AbstractFOPImageElementBridge.java,org.apache.fop.svg.AbstractFOPImageElementBridge#createImageGraphicsNode BridgeContext|Element|ParsedURL,method_fqcn+name+arity,,20,,,19,,49,,,8,0.7.0
4566202::long method,4566202,long method,major,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/svg/AbstractFOPImageElementBridge.java,org.apache.fop.svg.AbstractFOPImageElementBridge#createImageGraphicsNode BridgeContext|Element|ParsedURL,method_fqcn+name+arity,,20,,,19,,49,,,8,0.7.0
4567462::blob,4567462,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/IFParser.java,org.apache.fop.render.intermediate.IFParser.Handler.DocumentTrailerHandler,class_fqcn,2,3,2,0,2,1,8,2,0,,0.7.0
4567462::data class,4567462,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/IFParser.java,org.apache.fop.render.intermediate.IFParser.Handler.DocumentTrailerHandler,class_fqcn,2,3,2,0,2,1,8,2,0,,0.7.0
4568919::feature envy,4568919,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fonts/truetype/OpenFont.java,org.apache.fop.fonts.truetype.OpenFont#readFont FontFileReader|String|String,method_fqcn+name+arity,,3,,,2,,3,,,1,0.7.0
4568919::long method,4568919,long method,minor,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fonts/truetype/OpenFont.java,org.apache.fop.fonts.truetype.OpenFont#readFont FontFileReader|String|String,method_fqcn+name+arity,,3,,,2,,3,,,1,0.7.0
4571455::feature envy,4571455,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/table/ColumnSetup.java,org.apache.fop.layoutmgr.table.ColumnSetup#computeTableUnit PercentBaseContext|int,method_fqcn+name+arity,,4,,,3,,26,,,7,0.7.0
4571455::long method,4571455,long method,minor,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/table/ColumnSetup.java,org.apache.fop.layoutmgr.table.ColumnSetup#computeTableUnit PercentBaseContext|int,method_fqcn+name+arity,,4,,,3,,26,,,7,0.7.0
4572175::blob,4572175,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/IFParser.java,org.apache.fop.render.intermediate.IFParser.Handler.DocumentHeaderHandler,class_fqcn,2,3,2,0,2,1,8,2,0,,0.7.0
4572175::data class,4572175,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/IFParser.java,org.apache.fop.render.intermediate.IFParser.Handler.DocumentHeaderHandler,class_fqcn,2,3,2,0,2,1,8,2,0,,0.7.0
4572409::feature envy,4572409,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/complexscripts/fonts/GlyphSubstitutionTable.java,org.apache.fop.complexscripts.fonts.GlyphSubstitutionTable.ReverseChainedSingleSubtable.create String|int|int|int|GlyphCoverageTable|List,method_fqcn+name+arity,,3,,,0,,8,,,2,0.7.0
4572409::long method,4572409,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/complexscripts/fonts/GlyphSubstitutionTable.java,org.apache.fop.complexscripts.fonts.GlyphSubstitutionTable.ReverseChainedSingleSubtable.create String|int|int|int|GlyphCoverageTable|List,method_fqcn+name+arity,,3,,,0,,8,,,2,0.7.0
4574673::feature envy,4574673,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/AbstractLayoutManager.java,org.apache.fop.layoutmgr.AbstractLayoutManager#addChildLMs List,method_fqcn+name+arity,,2,,,2,,8,,,4,0.7.0
4574673::long method,4574673,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/AbstractLayoutManager.java,org.apache.fop.layoutmgr.AbstractLayoutManager#addChildLMs List,method_fqcn+name+arity,,2,,,2,,8,,,4,0.7.0
4576061::feature envy,4576061,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fo/flow/Leader.java,org.apache.fop.fo.flow.Leader#bind PropertyList,method_fqcn+name+arity,,4,,,7,,26,,,5,0.7.0
4576061::long method,4576061,long method,minor,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fo/flow/Leader.java,org.apache.fop.fo.flow.Leader#bind PropertyList,method_fqcn+name+arity,,4,,,7,,26,,,5,0.7.0
4577168::blob,4577168,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/pcl/PCLDocumentHandlerMaker.java,org.apache.fop.render.pcl.PCLDocumentHandlerMaker,class_fqcn,3,4,2,0,0,3,12,3,1,,0.7.0
4577168::data class,4577168,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/pcl/PCLDocumentHandlerMaker.java,org.apache.fop.render.pcl.PCLDocumentHandlerMaker,class_fqcn,3,4,2,0,0,3,12,3,1,,0.7.0
4578782::feature envy,4578782,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/pdf/PDFDocument.java,org.apache.fop.pdf.PDFDocument.CompressedTrailerOutputHelper#outputCrossReferenceObject OutputStream|TrailerDictionary|int|int|int,method_fqcn+name+arity,,3,,,3,,5,,,1,0.7.0
4578782::long method,4578782,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/pdf/PDFDocument.java,org.apache.fop.pdf.PDFDocument.CompressedTrailerOutputHelper#outputCrossReferenceObject OutputStream|TrailerDictionary|int|int|int,method_fqcn+name+arity,,3,,,3,,5,,,1,0.7.0
4578967::feature envy,4578967,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/afp/svg/AFPFontFamilyResolver.java,org.apache.fop.afp.svg.AFPFontFamilyResolver#resolve String,method_fqcn+name+arity,,4,,,6,,8,,,3,0.7.0
4578967::long method,4578967,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/afp/svg/AFPFontFamilyResolver.java,org.apache.fop.afp.svg.AFPFontFamilyResolver#resolve String,method_fqcn+name+arity,,4,,,6,,8,,,3,0.7.0
4580123::blob,4580123,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/util/GenerationHelperContentHandler.java,org.apache.fop.util.GenerationHelperContentHandler,class_fqcn,12,6,2,0,9,56,45,12,3,,0.7.0
4580123::data class,4580123,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/util/GenerationHelperContentHandler.java,org.apache.fop.util.GenerationHelperContentHandler,class_fqcn,12,6,2,0,9,56,45,12,3,,0.7.0
4580142::blob,4580142,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/BalancingColumnBreakingAlgorithm.java,org.apache.fop.layoutmgr.BalancingColumnBreakingAlgorithm,class_fqcn,46,14,3,0,31,54,198,12,2,,0.7.0
4580142::data class,4580142,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/BalancingColumnBreakingAlgorithm.java,org.apache.fop.layoutmgr.BalancingColumnBreakingAlgorithm,class_fqcn,46,14,3,0,31,54,198,12,2,,0.7.0
4582889::feature envy,4582889,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/area/AreaTreeParser.java,org.apache.fop.area.AreaTreeParser.Handler#startElement String|String|String|Attributes,method_fqcn+name+arity,,12,,,17,,60,,,10,0.7.0
4582889::long method,4582889,long method,major,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/area/AreaTreeParser.java,org.apache.fop.area.AreaTreeParser.Handler#startElement String|String|String|Attributes,method_fqcn+name+arity,,12,,,17,,60,,,10,0.7.0
4583764::feature envy,4583764,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/inline/TextLayoutManager.java,org.apache.fop.layoutmgr.inline.TextLayoutManager.TextAreaBuilder#addLetterAdjust GlyphMapping,method_fqcn+name+arity,,2,,,3,,18,,,6,0.7.0
4583764::long method,4583764,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/layoutmgr/inline/TextLayoutManager.java,org.apache.fop.layoutmgr.inline.TextLayoutManager.TextAreaBuilder#addLetterAdjust GlyphMapping,method_fqcn+name+arity,,2,,,3,,18,,,6,0.7.0
4586123::feature envy,4586123,feature envy,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fo/FOText.java,org.apache.fop.fo.FOText#bidiLevelAt int,method_fqcn+name+arity,,1,,,1,,11,,,4,0.7.0
4586123::long method,4586123,long method,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/fo/FOText.java,org.apache.fop.fo.FOText#bidiLevelAt int,method_fqcn+name+arity,,1,,,1,,11,,,4,0.7.0
4586915::blob,4586915,blob,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/BorderPainter.java,org.apache.fop.render.intermediate.BorderPainter.Corner,class_fqcn,16,3,1,0,7,16,68,8,8,,0.7.0
4586915::data class,4586915,data class,none,git@github.com:apache/fop.git,caced35327f6b6d6eeac2a13543f3c458e902101,False,caced35327f6b6d6eeac2a13543f3c458e902101,/fop-core/src/main/java/org/apache/fop/render/intermediate/BorderPainter.java,org.apache.fop.render.intermediate.BorderPainter.Corner,class_fqcn,16,3,1,0,7,16,68,8,8,,0.7.0
5190876::blob,5190876,blob,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-git/src/main/java/org/apache/sshd/git/pgm/GitPgmCommand.java,org.apache.sshd.git.pgm.GitPgmCommand,class_fqcn,10,6,5,0,26,1,39,2,0,,0.7.0
5190876::data class,5190876,data class,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-git/src/main/java/org/apache/sshd/git/pgm/GitPgmCommand.java,org.apache.sshd.git.pgm.GitPgmCommand,class_fqcn,10,6,5,0,26,1,39,2,0,,0.7.0
5190920::blob,5190920,blob,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-common/src/main/java/org/apache/sshd/server/shell/TtyFilterOutputStream.java,org.apache.sshd.server.shell.TtyFilterOutputStream,class_fqcn,22,5,3,0,15,2,76,8,3,,0.7.0
5190920::data class,5190920,data class,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-common/src/main/java/org/apache/sshd/server/shell/TtyFilterOutputStream.java,org.apache.sshd.server.shell.TtyFilterOutputStream,class_fqcn,22,5,3,0,15,2,76,8,3,,0.7.0
5192134::blob,5192134,blob,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-git/src/main/java/org/apache/sshd/git/GitLocationResolver.java,org.apache.sshd.git.GitLocationResolver,class_fqcn,2,2,1,0,1,1,7,2,0,,0.7.0
5192134::data class,5192134,data class,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-git/src/main/java/org/apache/sshd/git/GitLocationResolver.java,org.apache.sshd.git.GitLocationResolver,class_fqcn,2,2,1,0,1,1,7,2,0,,0.7.0
5193259::blob,5193259,blob,none,git@github.com:apache/mina-sshd.git,2fb7ebb487154283dd6dc5db88676c179ebb01e0,False,2fb7ebb487154283dd6dc5db88676c179ebb01e0,/sshd-cli/src/main/java/org/apache/sshd/cli/server/helper/SftpServerSubSystemEventListener.java,org.apache.sshd.cli.server.helper.SftpServerSubSystemEventListener,class_fqcn,9,3,2,0,5,15,35,6,0,,0.7.0
